LapNumber,Compound,TyreLife,LapTimeSeconds
62,SOFT,17,75.87
18,SOFT,45,83.134
55,SOFT,12,74.564
4,MEDIUM,25,75.715
71,SOFT,17,75.665
62,MEDIUM,48,80.425
49,MEDIUM,35,78.054
50,MEDIUM,47,79.556
25,MEDIUM,14,74.473
32,HARD,15,74.171
74,MEDIUM,20,75.718
34,MEDIUM,24,76.032
68,SOFT,33,79.858
16,HARD,9,73.766
57,HARD,25,75.377
24,HARD,13,73.535
62,SOFT,13,75.005
8,HARD,20,74.477
60,MEDIUM,44,79.031
41,HARD,48,76.517
74,MEDIUM,10,74.224
65,SOFT,16,75.766
46,SOFT,17,75.31
64,SOFT,41,82.407
65,HARD,17,74.441
26,SOFT,6,73.581
48,HARD,12,74.107
15,MEDIUM,15,74.281
34,MEDIUM,46,79.462
9,SOFT,3,72.608
73,MEDIUM,46,79.938
74,HARD,21,75.359
40,SOFT,5,72.809
65,HARD,1,73.099
22,MEDIUM,5,73.339
32,MEDIUM,6,73.045
66,MEDIUM,3,72.749
25,SOFT,11,74.451
72,HARD,31,76.317
4,MEDIUM,34,77.28
68,MEDIUM,25,76.078
41,SOFT,45,83.142
7,MEDIUM,9,73.68
15,MEDIUM,6,73.524
69,SOFT,32,79.803
20,MEDIUM,22,75.586
47,MEDIUM,2,72.654
50,MEDIUM,31,77.412
5,HARD,40,76.029
5,SOFT,11,73.884
64,HARD,19,74.901
56,MEDIUM,34,77.352
18,SOFT,10,73.877
56,SOFT,32,79.545
7,HARD,17,74.112
69,MEDIUM,10,74.009
14,HARD,6,72.847
52,SOFT,18,75.748
51,HARD,44,76.623
66,HARD,4,73.397
30,SOFT,30,79.255
48,HARD,24,74.477
19,MEDIUM,18,74.969
41,HARD,19,75.026
5,MEDIUM,4,72.883
61,SOFT,44,82.666
44,HARD,18,74.713
71,MEDIUM,10,74.235
2,HARD,16,73.851
31,MEDIUM,30,76.923
61,MEDIUM,33,77.323
8,HARD,3,72.64
2,SOFT,7,73.678
36,SOFT,6,73.207
75,MEDIUM,9,74.004
49,HARD,11,74.263
31,HARD,11,73.825
25,MEDIUM,28,76.311
66,MEDIUM,36,77.627
5,MEDIUM,13,73.395
32,MEDIUM,30,76.701
55,MEDIUM,38,77.993
43,SOFT,22,77.193
36,HARD,17,74.292
28,MEDIUM,36,78.164
70,MEDIUM,36,78.115
40,SOFT,30,79.538
58,HARD,27,75.483
8,SOFT,27,78.285
7,SOFT,15,75.251
39,HARD,37,75.988
57,MEDIUM,19,75.406
75,HARD,31,75.517
67,HARD,10,74.058
10,MEDIUM,15,74.285
10,SOFT,29,78.618
53,SOFT,3,72.534
65,MEDIUM,4,73.037
44,HARD,19,74.595
39,HARD,1,73.229
14,MEDIUM,13,74.049
44,MEDIUM,30,77.386
34,HARD,41,76.554
37,HARD,41,75.957
45,SOFT,18,75.582
33,SOFT,32,79.192
40,SOFT,23,77.945
24,SOFT,34,79.907
15,MEDIUM,22,75.29
25,SOFT,15,75.137
32,MEDIUM,27,76.16
44,SOFT,4,72.667
20,MEDIUM,15,74.419
9,MEDIUM,36,77.271
35,HARD,44,76.838
46,SOFT,15,74.659
3,MEDIUM,36,77.508
28,MEDIUM,19,75.318
76,HARD,41,77.009
46,SOFT,14,75.193
69,MEDIUM,8,73.439
16,MEDIUM,4,73.014
6,SOFT,31,79.203
29,HARD,15,74.238
48,MEDIUM,33,77.797
33,HARD,10,73.826
13,SOFT,44,82.485
16,SOFT,32,79.291
76,SOFT,47,84.436
60,HARD,21,75.31
6,MEDIUM,14,74.606
34,SOFT,22,76.695
6,MEDIUM,6,72.746
21,HARD,20,74.701
70,MEDIUM,23,75.927
30,HARD,28,75.115
31,HARD,22,75.357
21,HARD,41,76.401
48,HARD,19,74.437
11,HARD,5,73.566
74,HARD,32,75.959
14,MEDIUM,22,75.161
55,HARD,1,73.361
10,HARD,12,74.423
11,SOFT,31,79.508
73,MEDIUM,16,75.553
48,HARD,47,77.257
55,MEDIUM,22,76.122
4,HARD,48,77.221
1,SOFT,8,73.457
5,SOFT,11,73.707
47,MEDIUM,24,76.69
1,SOFT,30,78.835
46,MEDIUM,18,75.087
28,SOFT,29,78.665
20,MEDIUM,12,73.882
48,SOFT,17,76.125
3,SOFT,40,81.395
6,MEDIUM,23,75.305
72,HARD,45,77.429
29,SOFT,1,71.928
67,HARD,45,76.959
6,HARD,22,74.402
9,HARD,5,73.204
38,HARD,13,73.742
62,HARD,21,75.239
39,HARD,47,76.412
21,HARD,30,75.297
69,SOFT,8,73.835
19,MEDIUM,8,73.14
55,HARD,36,76.706
54,HARD,13,74.264
44,SOFT,16,75.91
27,HARD,48,76.6
7,HARD,28,74.747
51,MEDIUM,46,79.669
32,SOFT,40,81.769
20,MEDIUM,39,77.862
53,MEDIUM,22,75.148
43,SOFT,2,72.214
9,HARD,41,76.346
41,SOFT,7,72.933
2,MEDIUM,32,76.525
20,MEDIUM,14,74.395
21,HARD,46,76.656
8,HARD,32,74.437
18,MEDIUM,27,76.436
52,HARD,49,76.583
66,SOFT,40,81.748
61,SOFT,31,79.778
17,HARD,3,73.629
46,MEDIUM,14,74.361
61,SOFT,4,73.162
28,SOFT,17,75.171
59,HARD,18,74.851
10,HARD,16,73.994
51,HARD,20,74.415
67,SOFT,27,78.872
65,SOFT,37,81.059
4,MEDIUM,49,79.799
31,HARD,15,73.742
72,HARD,47,77.618
22,MEDIUM,4,73.105
47,HARD,15,74.369
26,SOFT,49,83.879
38,MEDIUM,16,74.712
46,SOFT,14,74.925
12,HARD,29,74.959
10,MEDIUM,17,74.478
58,MEDIUM,22,75.726
31,SOFT,36,80.039
19,HARD,2,72.688
23,SOFT,22,77.185
26,HARD,15,73.831
39,SOFT,40,82.083
70,MEDIUM,41,78.745
41,SOFT,7,74.154
68,MEDIUM,26,76.265
73,HARD,7,74.022
12,HARD,35,76.222
46,MEDIUM,33,77.425
2,HARD,6,73.354
68,SOFT,4,72.769
62,SOFT,37,81.246
65,HARD,45,76.601
63,MEDIUM,15,74.595
34,HARD,5,73.778
62,HARD,3,74.105
67,HARD,25,75.419
50,HARD,29,75.593
14,HARD,9,73.28
77,MEDIUM,44,79.242
9,SOFT,32,79.502
17,MEDIUM,31,76.461
6,MEDIUM,16,74.75
41,HARD,3,73.925
71,SOFT,17,75.886
15,MEDIUM,13,73.665
56,SOFT,11,74.345
52,HARD,4,73.696
23,SOFT,29,78.215
43,SOFT,21,77.426
18,SOFT,33,80.28
64,MEDIUM,22,75.87
32,HARD,22,74.148
54,MEDIUM,46,79.36
43,HARD,23,74.635
66,HARD,2,73.427
71,MEDIUM,3,73.528
45,SOFT,37,81.387
62,MEDIUM,1,72.896
48,HARD,15,74.258
4,MEDIUM,42,78.151
24,MEDIUM,39,78.365
58,HARD,10,74.202
1,HARD,12,74.001
68,SOFT,19,76.06
55,MEDIUM,26,76.594
55,MEDIUM,48,80.018
37,SOFT,15,75.378
57,HARD,21,74.961
58,SOFT,19,76.348
55,SOFT,44,82.724
46,HARD,47,76.853
3,HARD,39,75.422
57,MEDIUM,35,77.773
35,MEDIUM,14,74.621
7,MEDIUM,30,76.958
52,MEDIUM,47,79.412
24,MEDIUM,36,77.805
15,MEDIUM,8,73.455
64,SOFT,5,73.21
15,SOFT,30,79.306
73,MEDIUM,16,75.401
31,SOFT,22,76.807
21,HARD,30,75.376
62,MEDIUM,37,78.156
39,SOFT,32,79.536
31,MEDIUM,32,77.048
33,HARD,40,76.184
46,HARD,39,76.238
32,SOFT,10,73.377
75,MEDIUM,8,73.418
62,MEDIUM,1,73.324
45,MEDIUM,28,76.109
1,MEDIUM,17,75.09
74,MEDIUM,47,79.681
45,SOFT,10,74.26
10,HARD,17,74.457
15,HARD,41,76.42
46,HARD,41,75.779
51,SOFT,26,78.205
49,HARD,14,74.304
1,SOFT,41,81.334
3,HARD,17,74.042
66,MEDIUM,40,78.561
21,MEDIUM,20,75.249
44,SOFT,25,77.556
16,MEDIUM,37,78.091
24,SOFT,12,74.446
31,HARD,29,75.388
27,HARD,20,74.266
15,HARD,23,74.698
13,MEDIUM,34,77.634
28,HARD,17,73.832
75,MEDIUM,34,77.6
37,HARD,2,72.902
67,MEDIUM,28,76.815
11,SOFT,6,73.374
63,MEDIUM,39,78.353
4,SOFT,19,75.432
29,SOFT,18,76.429
38,SOFT,1,72.013
40,HARD,1,73.276
4,SOFT,32,79.006
71,SOFT,1,72.164
68,MEDIUM,9,73.931
43,SOFT,23,77.186
18,HARD,17,73.787
69,HARD,15,74.429
23,SOFT,26,78.007
9,MEDIUM,13,73.929
60,SOFT,20,76.787
73,MEDIUM,44,79.642
2,HARD,11,73.646
17,MEDIUM,4,72.783
4,HARD,46,76.227
19,MEDIUM,29,76.66
23,HARD,6,73.235
44,HARD,46,76.731
40,MEDIUM,13,74.146
31,SOFT,21,76.48
36,MEDIUM,27,76.665
13,HARD,21,74.235
22,HARD,46,76.319
58,HARD,23,74.987
74,MEDIUM,46,80.097
26,HARD,30,75.456
13,MEDIUM,18,75.105
8,SOFT,40,81.141
48,HARD,15,74.943
15,HARD,40,75.945
32,HARD,8,73.979
13,SOFT,15,75.53
62,HARD,6,73.182
66,SOFT,1,72.19
21,HARD,29,75.327
20,MEDIUM,26,75.619
44,MEDIUM,40,77.652
59,SOFT,23,77.344
52,SOFT,34,80.62
44,MEDIUM,41,78.594
33,MEDIUM,9,73.664
4,SOFT,20,76.857
64,HARD,21,74.693
17,SOFT,9,73.657
7,HARD,28,74.564
24,MEDIUM,11,74.031
39,SOFT,44,83.453
76,HARD,19,74.608
76,MEDIUM,46,79.898
75,SOFT,21,77.262
53,SOFT,38,81.155
13,SOFT,4,72.546
32,MEDIUM,35,77.423
69,HARD,13,74.241
26,HARD,10,74.196
32,MEDIUM,12,73.953
40,MEDIUM,20,75.102
14,HARD,13,74.438
43,MEDIUM,48,79.858
53,MEDIUM,35,77.799
52,SOFT,10,74.326
31,SOFT,32,79.384
44,HARD,21,75.029
49,HARD,44,76.265
63,MEDIUM,2,72.921
51,SOFT,4,72.893
69,MEDIUM,9,73.981
73,SOFT,21,76.777
27,HARD,20,74.69
61,MEDIUM,21,75.174
7,SOFT,9,73.839
11,HARD,5,73.417
39,SOFT,28,78.5
65,HARD,5,73.784
69,SOFT,41,82.703
43,HARD,13,74.281
9,SOFT,43,82.216
45,HARD,43,77.048
75,HARD,29,75.109
14,MEDIUM,3,72.889
67,HARD,22,75.51
33,MEDIUM,31,77.288
27,HARD,37,75.728
27,MEDIUM,48,79.79
7,HARD,2,72.926
39,MEDIUM,32,77.083
32,HARD,46,77.139
3,HARD,36,75.546
18,HARD,40,76.258
62,HARD,39,76.647
75,HARD,46,77.373
26,SOFT,36,80.557
35,MEDIUM,5,73.109
73,MEDIUM,35,77.589
6,MEDIUM,7,73.737
39,MEDIUM,45,79.18
73,MEDIUM,40,78.82
54,SOFT,40,82.402
2,HARD,24,75.034
33,HARD,28,75.848
9,MEDIUM,45,79.325
51,MEDIUM,6,73.105
74,SOFT,11,74.784
21,SOFT,36,80.452
36,HARD,34,75.481
42,MEDIUM,1,72.72
39,HARD,36,75.959
22,MEDIUM,7,73.788
75,MEDIUM,46,79.628
62,MEDIUM,21,75.524
62,MEDIUM,35,77.505
53,HARD,37,76.344
57,MEDIUM,4,73.061
8,MEDIUM,2,72.725
10,SOFT,5,73.124
21,MEDIUM,21,75.977
72,MEDIUM,49,80.028
32,SOFT,9,73.638
27,HARD,7,74.102
66,SOFT,28,78.71
33,MEDIUM,10,73.648
14,HARD,3,72.976
5,SOFT,16,74.931
50,SOFT,38,81.536
59,MEDIUM,48,79.777
55,SOFT,44,82.666
53,SOFT,22,77.132
49,MEDIUM,37,78.325
5,SOFT,23,77.152
49,HARD,6,73.658
8,SOFT,26,78.151
5,SOFT,45,82.289
7,SOFT,31,79.371
51,MEDIUM,3,72.926
1,HARD,26,73.959
62,MEDIUM,38,78.221
17,SOFT,3,71.981
8,HARD,48,76.266
12,SOFT,41,81.717
54,SOFT,25,78.386
66,SOFT,17,76.444
16,MEDIUM,7,73.654
30,HARD,21,74.866
22,SOFT,48,83.999
12,HARD,44,75.89
74,SOFT,15,76.086
65,SOFT,12,74.688
18,SOFT,10,74.148
26,MEDIUM,22,75.865
21,MEDIUM,9,73.762
51,HARD,48,77.465
35,MEDIUM,15,74.458
4,HARD,44,75.963
57,MEDIUM,6,73.167
74,SOFT,43,82.374
67,MEDIUM,32,76.513
48,SOFT,24,77.557
47,MEDIUM,15,74.898
64,MEDIUM,27,76.635
68,SOFT,32,79.857
16,MEDIUM,30,76.67
67,HARD,5,73.479
25,HARD,15,73.466
2,HARD,21,74.395
53,HARD,23,74.922
52,SOFT,23,77.549
39,SOFT,39,81.175
77,HARD,31,75.465
33,HARD,1,73.541
32,HARD,33,75.612
71,SOFT,42,82.596
38,HARD,2,73.147
75,MEDIUM,30,77.232
20,SOFT,20,76.423
63,HARD,34,75.824
5,HARD,21,73.97
62,SOFT,48,83.745
21,HARD,6,73.367
6,MEDIUM,15,74.536
56,MEDIUM,24,76.249
51,SOFT,26,77.908
25,HARD,49,76.816
69,SOFT,12,74.961
34,HARD,14,74.746
59,HARD,1,74.091
19,MEDIUM,36,77.844
51,MEDIUM,12,74.385
49,HARD,34,76.012
5,SOFT,45,83.4
64,SOFT,24,78.012
11,SOFT,33,79.778
20,HARD,21,74.499
44,HARD,15,74.296
66,MEDIUM,6,73.592
31,SOFT,17,75.411
1,SOFT,26,77.39
22,HARD,38,75.291
59,SOFT,32,79.621
3,HARD,46,76.386
5,SOFT,47,83.566
70,HARD,7,74.268
7,MEDIUM,1,73.096
59,SOFT,30,79.542
18,SOFT,29,78.79
15,SOFT,41,82.391
15,MEDIUM,8,73.301
2,MEDIUM,16,74.836
55,HARD,30,75.961
2,SOFT,5,72.7
62,HARD,20,74.583
50,HARD,20,74.629
25,SOFT,20,76.891
62,HARD,43,76.828
69,HARD,12,73.921
43,HARD,30,75.943
45,SOFT,38,81.181
37,HARD,30,75.22
11,SOFT,39,80.877
55,MEDIUM,21,74.854
54,HARD,4,73.436
18,HARD,5,72.738
21,HARD,30,74.957
45,SOFT,41,82.184
30,MEDIUM,27,76.371
45,SOFT,40,81.44
45,HARD,20,74.663
6,MEDIUM,32,76.634
37,MEDIUM,26,76.01
20,SOFT,24,77.673
60,HARD,8,73.79
26,SOFT,20,76.218
11,MEDIUM,42,78.913
34,HARD,30,75.54
53,MEDIUM,23,76.208
58,MEDIUM,30,77.174
15,MEDIUM,5,73.151
8,HARD,49,76.601
29,HARD,32,75.467
26,HARD,19,74.447
9,SOFT,37,80.998
69,MEDIUM,3,73.094
24,MEDIUM,3,72.499
31,HARD,42,76.636
18,SOFT,26,77.7
3,HARD,33,75.963
4,MEDIUM,4,72.759
20,SOFT,17,76.041
52,MEDIUM,22,75.635
10,MEDIUM,8,73.309
40,SOFT,29,78.933
9,MEDIUM,26,75.665
36,HARD,36,75.732
73,SOFT,5,72.878
72,SOFT,38,81.646
37,HARD,44,76.084
25,MEDIUM,10,73.691
42,SOFT,9,74.311
68,MEDIUM,2,72.762
45,MEDIUM,18,74.558
57,MEDIUM,32,76.78
39,MEDIUM,3,72.976
29,SOFT,32,79.478
53,SOFT,31,79.47
57,MEDIUM,38,78.175
72,HARD,6,73.741
61,SOFT,46,83.514
6,HARD,45,76.168
68,HARD,17,74.763
15,HARD,46,76.962
9,HARD,22,74.803
72,MEDIUM,45,79.919
19,MEDIUM,28,75.846
18,SOFT,10,73.945
50,HARD,43,76.465
47,MEDIUM,6,73.42
74,MEDIUM,7,73.521
51,MEDIUM,17,74.95
15,SOFT,49,83.701
3,SOFT,31,79.157
50,SOFT,3,72.421
32,HARD,24,74.586
19,HARD,34,75.67
35,HARD,21,74.921
27,SOFT,43,82.722
58,SOFT,33,80.537
42,SOFT,17,75.552
68,HARD,6,73.843
52,SOFT,15,75.615
29,SOFT,14,75.255
1,MEDIUM,40,78.2
53,SOFT,5,72.789
52,HARD,12,74.095
71,MEDIUM,43,79.251
29,SOFT,3,72.305
69,SOFT,42,82.829
47,MEDIUM,23,75.818
59,SOFT,14,75.178
6,HARD,34,75.465
13,SOFT,1,72.641
71,HARD,27,75.067
17,SOFT,40,81.354
58,SOFT,14,75.367
54,SOFT,38,81.435
45,HARD,38,75.692
67,SOFT,37,81.364
46,HARD,5,73.559
23,HARD,10,73.919
44,SOFT,46,83.172
44,HARD,44,76.616
67,HARD,28,75.566
49,SOFT,10,74.236
73,HARD,19,75.025
18,HARD,31,75.392
7,MEDIUM,33,77.054
15,HARD,6,73.724
18,HARD,43,76.487
40,SOFT,26,78.016
43,SOFT,29,79.224
27,HARD,46,76.777
33,SOFT,33,80.403
34,SOFT,15,74.964
4,MEDIUM,16,74.806
73,HARD,28,75.57
58,MEDIUM,17,74.939
62,MEDIUM,24,76.041
74,HARD,17,75.188
3,HARD,1,72.754
21,HARD,10,73.649
9,HARD,10,73.823
25,HARD,5,73.803
76,MEDIUM,25,76.454
10,SOFT,10,73.675
19,HARD,31,75.622
6,HARD,38,76.199
53,MEDIUM,5,73.349
44,MEDIUM,23,75.556
52,HARD,27,74.718
46,SOFT,25,77.883
56,MEDIUM,28,77.053
54,HARD,5,73.663
57,MEDIUM,28,76.44
25,HARD,12,73.685
77,SOFT,34,80.686
70,HARD,13,74.47
56,SOFT,7,73.895
23,SOFT,42,82.005
63,MEDIUM,2,73.18
49,HARD,46,77.156
45,MEDIUM,48,79.76
21,MEDIUM,1,72.315
25,HARD,40,76.371
23,HARD,38,75.877
14,MEDIUM,14,74.259
52,HARD,33,76.619
20,MEDIUM,3,72.615
67,MEDIUM,22,75.924
4,SOFT,3,71.873
21,MEDIUM,13,74.518
63,HARD,48,76.982
74,SOFT,31,79.723
44,MEDIUM,11,74.569
65,MEDIUM,34,77.307
9,MEDIUM,39,78.253
17,HARD,7,73.286
4,MEDIUM,33,77.402
52,HARD,11,74.054
63,SOFT,12,74.862
38,SOFT,15,75.317
67,MEDIUM,40,78.736
26,MEDIUM,22,75.949
21,HARD,36,75.548
26,SOFT,48,83.58
21,SOFT,26,77.708
6,MEDIUM,15,74.595
58,SOFT,21,76.971
31,MEDIUM,36,77.37
19,HARD,12,74.135
15,MEDIUM,28,76.589
50,MEDIUM,3,72.888
49,SOFT,6,73.015
60,SOFT,27,78.205
61,HARD,45,76.877
68,HARD,45,76.857
54,MEDIUM,2,72.768
1,SOFT,42,82.368
35,HARD,38,75.904
10,SOFT,48,83.645
73,SOFT,36,81.088
55,HARD,35,75.676
42,HARD,7,73.865
52,HARD,17,74.605
18,MEDIUM,15,74.654
72,SOFT,26,78.249
2,MEDIUM,34,77.416
19,MEDIUM,23,75.305
72,HARD,45,76.779
48,HARD,34,75.8
68,SOFT,24,77.589
54,MEDIUM,10,73.501
6,MEDIUM,27,76.138
64,HARD,49,76.967
26,SOFT,47,83.992
13,HARD,11,74.369
57,HARD,24,75.332
19,SOFT,35,79.963
69,HARD,13,74.087
40,MEDIUM,9,73.762
5,MEDIUM,45,78.808
38,HARD,28,75.463
14,MEDIUM,47,79.217
70,HARD,44,77.22
16,SOFT,25,77.601
37,HARD,3,73.421
38,SOFT,49,84.231
19,HARD,39,75.477
55,MEDIUM,30,77.108
34,MEDIUM,6,73.197
6,HARD,41,76.004
10,SOFT,8,73.751
73,MEDIUM,10,73.728
12,HARD,42,76.162
6,MEDIUM,23,75.187
42,MEDIUM,9,73.89
17,MEDIUM,40,78.536
54,HARD,39,76.625
16,SOFT,48,83.609
38,HARD,32,76.409
15,MEDIUM,12,73.916
8,HARD,9,73.358
51,MEDIUM,19,75.646
3,HARD,38,76.132
43,HARD,19,74.557
63,SOFT,47,83.92
23,MEDIUM,3,72.885
38,SOFT,29,79.0
5,HARD,13,74.028
65,SOFT,24,77.915
51,MEDIUM,34,77.577
58,MEDIUM,14,74.322
55,SOFT,8,73.544
57,SOFT,10,74.672
61,SOFT,38,81.128
43,MEDIUM,2,72.605
4,MEDIUM,36,77.39
9,HARD,2,73.014
18,HARD,45,77.129
58,SOFT,11,74.725
38,MEDIUM,35,77.024
72,MEDIUM,40,78.641
71,HARD,45,76.906
77,SOFT,45,83.444
42,SOFT,41,81.706
40,SOFT,38,80.947
8,SOFT,9,73.121
30,SOFT,16,75.633
59,MEDIUM,13,74.604
18,SOFT,7,73.033
45,HARD,32,75.286
48,SOFT,24,77.166
58,SOFT,29,78.725
17,HARD,41,76.882
70,HARD,2,73.948
64,MEDIUM,18,75.435
44,MEDIUM,10,74.22
64,MEDIUM,27,76.466
34,SOFT,2,71.908
76,SOFT,12,74.388
74,HARD,9,73.914
12,SOFT,10,74.309
15,HARD,31,75.825
47,SOFT,44,83.172
38,SOFT,39,81.567
36,SOFT,26,77.903
1,SOFT,33,79.573
41,SOFT,26,78.587
13,HARD,47,76.886
10,HARD,27,74.843
2,SOFT,44,82.726
77,MEDIUM,22,75.62
22,SOFT,21,76.505
30,MEDIUM,22,75.171
45,MEDIUM,9,74.237
62,HARD,6,73.58
18,HARD,21,74.93
32,SOFT,44,82.857
39,HARD,28,76.015
70,MEDIUM,39,78.446
32,HARD,11,73.356
69,HARD,35,76.188
21,MEDIUM,35,77.735
16,MEDIUM,12,74.547
46,SOFT,34,79.713
28,SOFT,25,77.245
66,MEDIUM,6,73.705
67,HARD,6,74.054
63,SOFT,44,82.693
71,HARD,9,74.304
50,MEDIUM,37,77.888
49,SOFT,4,72.343
21,MEDIUM,18,74.955
68,HARD,41,76.755
29,MEDIUM,46,79.456
44,MEDIUM,39,78.337
36,MEDIUM,18,74.53
26,HARD,41,77.02
51,HARD,16,74.807
19,HARD,36,76.115
62,HARD,12,74.172
39,HARD,42,76.716
18,MEDIUM,5,72.595
50,HARD,6,73.255
57,MEDIUM,1,73.052
1,SOFT,48,83.326
67,HARD,46,76.822
22,MEDIUM,33,77.058
55,SOFT,27,78.508
28,HARD,28,74.893
25,MEDIUM,20,75.569
75,MEDIUM,44,78.833
17,HARD,7,73.423
58,MEDIUM,11,73.746
51,HARD,27,76.067
40,HARD,12,74.584
48,HARD,2,73.637
2,MEDIUM,34,77.237
34,SOFT,20,76.59
10,HARD,4,73.021
38,HARD,29,75.082
63,MEDIUM,17,75.139
31,SOFT,15,74.801
59,HARD,41,76.698
12,SOFT,21,77.071
60,SOFT,21,76.929
49,MEDIUM,39,78.56
71,MEDIUM,26,76.328
62,HARD,8,73.755
54,HARD,8,73.864
54,SOFT,3,72.78
74,SOFT,16,75.57
5,HARD,26,74.652
15,MEDIUM,48,79.611
34,HARD,20,74.464
49,HARD,34,75.544
28,MEDIUM,24,76.032
58,SOFT,29,78.478
7,HARD,27,75.145
42,MEDIUM,42,78.316
26,MEDIUM,44,79.113
71,SOFT,14,75.245
3,HARD,9,73.244
9,SOFT,14,74.931
2,HARD,26,74.851
29,SOFT,23,77.568
26,HARD,8,73.595
59,SOFT,47,84.161
49,HARD,6,73.346
69,HARD,43,76.331
43,SOFT,11,74.853
73,MEDIUM,15,75.024
30,HARD,40,75.901
9,MEDIUM,45,78.888
64,SOFT,38,81.816
58,MEDIUM,27,76.604
48,SOFT,32,79.311
31,SOFT,46,83.218
46,SOFT,16,75.452
51,SOFT,46,83.306
42,MEDIUM,35,77.516
34,MEDIUM,43,78.948
37,HARD,31,75.656
38,HARD,42,76.527
28,SOFT,24,77.161
42,SOFT,43,82.325
51,HARD,1,73.293
53,SOFT,33,79.562
17,SOFT,34,79.506
40,HARD,5,73.288
76,MEDIUM,5,73.615
3,MEDIUM,42,78.036
50,SOFT,27,78.157
34,HARD,17,74.29
24,HARD,35,75.358
27,HARD,33,75.349
59,SOFT,21,77.029
66,SOFT,14,75.013
25,MEDIUM,35,76.988
53,HARD,14,74.741
42,HARD,38,76.296
16,MEDIUM,16,74.492
4,HARD,28,75.667
30,HARD,32,75.505
29,SOFT,36,80.585
28,HARD,46,76.54
31,HARD,36,76.024
49,SOFT,46,83.229
23,SOFT,42,82.656
17,HARD,15,74.015
7,MEDIUM,32,76.562
48,MEDIUM,40,78.405
71,HARD,47,76.999
55,SOFT,21,77.089
20,HARD,41,75.495
63,HARD,5,73.917
13,SOFT,10,73.828
59,HARD,12,74.202
15,SOFT,22,77.484
53,HARD,43,76.757
58,SOFT,11,74.253
6,HARD,44,76.103
5,HARD,8,73.246
9,SOFT,38,81.082
14,MEDIUM,20,75.311
36,HARD,25,75.172
33,MEDIUM,16,74.663
47,MEDIUM,18,74.958
59,SOFT,44,83.529
67,SOFT,26,78.313
19,MEDIUM,25,75.784
54,MEDIUM,27,76.647
69,SOFT,49,84.251
53,SOFT,21,77.248
22,HARD,48,76.935
31,SOFT,48,83.551
28,SOFT,44,82.394
41,MEDIUM,38,78.272
40,HARD,34,76.136
77,SOFT,18,76.576
11,HARD,37,76.234
13,MEDIUM,14,73.876
50,HARD,8,74.116
51,HARD,31,75.663
53,HARD,33,75.705
19,MEDIUM,41,78.457
42,SOFT,41,81.348
52,SOFT,26,78.174
68,SOFT,10,74.765
35,SOFT,5,73.283
34,HARD,22,75.028
61,HARD,26,75.549
74,HARD,14,74.214
7,HARD,34,75.471
47,HARD,7,73.849
53,SOFT,3,72.391
67,MEDIUM,15,75.076
10,MEDIUM,25,75.79
50,MEDIUM,3,73.495
77,MEDIUM,23,76.052
18,SOFT,12,74.687
9,MEDIUM,47,79.08
11,HARD,14,74.062
61,SOFT,5,73.063
28,HARD,38,77.073
30,MEDIUM,49,79.341
33,HARD,28,74.431
62,HARD,42,75.904
1,MEDIUM,48,79.177
34,HARD,46,77.088
25,SOFT,33,80.223
67,MEDIUM,9,73.364
38,HARD,4,73.915
22,SOFT,7,72.996
15,SOFT,46,83.821
50,MEDIUM,7,73.451
7,SOFT,19,76.182
55,HARD,41,76.622
40,SOFT,32,79.797
50,HARD,21,74.699
52,SOFT,47,83.484
30,HARD,18,74.499
47,SOFT,24,77.849
17,SOFT,4,72.305
5,MEDIUM,33,76.98
40,MEDIUM,39,78.39
12,MEDIUM,11,73.234
2,SOFT,48,83.242
68,MEDIUM,3,73.361
43,HARD,10,73.395
21,HARD,14,74.158
17,MEDIUM,38,78.248
45,MEDIUM,19,75.069
66,SOFT,38,81.346
31,SOFT,43,82.925
23,HARD,36,75.451
15,HARD,26,74.559
17,SOFT,22,77.129
38,MEDIUM,26,76.404
6,MEDIUM,4,73.376
41,MEDIUM,37,78.613
53,HARD,43,76.739
56,HARD,26,75.393
58,SOFT,24,77.38
4,SOFT,23,77.272
63,HARD,34,75.844
63,HARD,49,76.991
18,HARD,17,74.727
51,SOFT,2,72.145
36,HARD,12,73.909
73,HARD,38,76.655
43,HARD,4,72.969
10,MEDIUM,30,76.017
39,HARD,24,75.506
49,SOFT,20,75.664
43,MEDIUM,35,77.537
33,HARD,12,73.589
15,SOFT,45,83.093
12,HARD,17,74.409
12,MEDIUM,14,74.426
51,MEDIUM,4,73.387
3,MEDIUM,47,79.141
25,HARD,20,74.592
55,SOFT,49,84.703
59,HARD,14,74.431
41,MEDIUM,49,80.188
27,MEDIUM,38,78.537
54,SOFT,2,72.883
42,HARD,9,73.815
39,MEDIUM,45,79.266
15,HARD,4,73.157
19,MEDIUM,13,74.101
10,MEDIUM,7,73.249
40,HARD,47,77.283
66,MEDIUM,10,74.658
7,HARD,23,74.736
51,HARD,13,74.076
12,MEDIUM,13,74.099
33,HARD,1,73.213
58,HARD,43,77.309
68,SOFT,17,76.099
13,MEDIUM,24,75.382
63,HARD,9,74.223
69,MEDIUM,1,73.175
50,HARD,49,76.952
18,MEDIUM,22,75.597
13,MEDIUM,47,79.055
31,MEDIUM,10,73.968
73,SOFT,37,80.952
62,HARD,11,74.736
74,HARD,36,76.26
17,HARD,30,75.226
54,SOFT,24,77.945
